id,Station,s,x,y,"Attempts or threats to murder, assaults, harassments and related offences 2010","Attempts or threats to murder, assaults, harassments and related offences 2011","Attempts or threats to murder, assaults, harassments and related offences 2012","Attempts or threats to murder, assaults, harassments and related offences 2013","Attempts or threats to murder, assaults, harassments and related offences 2014","Attempts or threats to murder, assaults, harassments and related offences 2015",Dangerous or negligent acts 2010,Dangerous or negligent acts 2011,Dangerous or negligent acts 2012,Dangerous or negligent acts 2013,Dangerous or negligent acts 2014,Dangerous or negligent acts 2015,Kidnapping and related offences 2010,Kidnapping and related offences 2011,Kidnapping and related offences 2012,Kidnapping and related offences 2013,Kidnapping and related offences 2014,Kidnapping and related offences 2015,"Robbery, extortion and hijacking offences 2010","Robbery, extortion and hijacking offences 2011","Robbery, extortion and hijacking offences 2012","Robbery, extortion and hijacking offences 2013","Robbery, extortion and hijacking offences 2014","Robbery, extortion and hijacking offences 2015",Burglary and related offences 2010,Burglary and related offences 2011,Burglary and related offences 2012,Burglary and related offences 2013,Burglary and related offences 2014,Burglary and related offences 2015,Theft and related offences 2010,Theft and related offences 2011,Theft and related offences 2012,Theft and related offences 2013,Theft and related offences 2014,Theft and related offences 2015,"Fraud, deception and related offences 2010","Fraud, deception and related offences 2011","Fraud, deception and related offences 2012","Fraud, deception and related offences 2013","Fraud, deception and related offences 2014","Fraud, deception and related offences 2015",Controlled drug offences 2010,Controlled drug offences 2011,Controlled drug offences 2012,Controlled drug offences 2013,Controlled drug offences 2014,Controlled drug offences 2015,Weapons and Explosives Offences 2010,Weapons and Explosives Offences 2011,Weapons and Explosives Offences 2012,Weapons and Explosives Offences 2013,Weapons and Explosives Offences 2014,Weapons and Explosives Offences 2015,Damage to property and to the environment 2010,Damage to property and to the environment 2011,Damage to property and to the environment 2012,Damage to property and to the environment 2013,Damage to property and to the environment 2014,Damage to property and to the environment 2015,Public order and other social code offences 2010,Public order and other social code offences 2011,Public order and other social code offences 2012,Public order and other social code offences 2013,Public order and other social code offences 2014,Public order and other social code offences 2015,"Offences against government, justice procedures and organisation of crime 2010","Offences against government, justice procedures and organisation of crime 2011","Offences against government, justice procedures and organisation of crime 2012","Offences against government, justice procedures and organisation of crime 2013","Offences against government, justice procedures and organisation of crime 2014","Offences against government, justice procedures and organisation of crime 2015"
20157,Ballon, Carlow ,282972,166461,7,5,4,6,1,4,6,7,2,2,2,4,0,0,0,0,0,0,1,4,1,0,1,0,35,33,44,25,28,26,31,32,18,25,11,14,2,2,0,0,2,0,26,3,2,4,0,1,0,0,1,0,0,0,8,9,9,4,1,2,8,4,2,5,1,1,0,1,3,1,0,1
20242,Borris, Carlow ,272594,150554,3,9,4,1,15,7,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,19,17,19,9,13,17,22,22,19,21,15,1,3,1,1,1,1,0,9,4,6,3,3,0,2,1,0,1,0,7,22,10,4,11,8,6,6,9,5,7,11,1,1,0,0,0,2
20154,Carlow, Carlow ,272198,177119,261,196,133,118,124,105,101,87,80,72,78,65,0,1,0,0,1,0,22,19,20,12,17,8,284,225,284,312,260,171,728,624,586,605,531,471,35,30,36,27,27,25,293,234,193,154,152,174,31,18,18,19,21,9,390,307,247,229,204,153,616,610,654,475,421,305,85,90,53,56,56,87
20169,Hacketstown, Carlow ,297234,180208,4,11,1,1,4,4,0,0,2,1,0,1,1,0,0,0,0,0,0,2,3,0,0,0,10,11,10,6,5,6,10,15,6,8,5,4,0,2,0,0,1,1,7,2,2,7,1,3,2,1,0,0,0,0,7,8,4,3,2,3,3,6,2,3,2,5,0,0,0,1,2,1
20159,Muine Bheag, Carlow ,270533,161598,39,27,24,11,13,15,8,5,16,7,5,8,0,0,0,0,0,0,1,0,3,2,1,2,47,63,72,52,24,23,92,122,66,68,49,41,2,5,6,2,3,5,16,24,14,14,7,6,4,8,0,2,1,1,67,88,49,33,18,28,92,75,29,19,20,20,2,3,2,2,2,2
20158,Myshall, Carlow ,282654,160255.01,7,4,1,6,5,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,10,7,8,9,11,7,16,18,14,20,5,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,10,5,2,1,2,3,1,0,2,2,0,1,0,0,0,0,0,2
20170,Rathvilly, Carlow ,287882,181820,4,5,3,1,2,1,1,7,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,5,9,6,10,14,8,9,2,9,6,8,4,0,0,1,1,0,0,3,5,2,2,0,2,0,1,0,1,0,0,15,15,3,6,3,2,1,3,2,9,4,1,1,0,1,0,0,1
20156,Tullow, Carlow ,285472,173250,24,16,17,14,17,20,14,16,19,13,9,8,0,0,0,0,1,0,1,1,2,0,2,1,51,65,67,67,40,76,61,69,81,62,57,66,4,3,5,1,1,2,13,14,4,13,9,15,3,3,1,3,1,3,44,46,35,33,24,26,35,40,49,47,32,15,3,2,2,1,5,4
20677,Arva, Cavan,227394,297403,3,3,3,1,6,3,4,3,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,31,17,3,8,4,7,7,10,8,3,7,12,3,2,1,0,1,4,0,0,1,0,0,2,0,2,0,0,2,0,7,10,2,5,6,2,17,9,7,6,15,12,0,1,0,0,1,2
20682,Bailieboro, Cavan,267755,296683,27,27,23,35,29,26,17,16,12,12,9,7,0,0,0,0,0,0,2,1,0,0,1,1,26,28,19,13,9,10,43,27,42,24,34,45,3,11,6,3,4,2,11,13,52,26,8,23,0,2,7,4,2,2,54,32,41,30,29,27,57,46,102,80,59,41,4,4,0,6,1,4
20676,Ballinagh, Cavan,238828,298122,12,18,8,10,14,8,4,8,9,8,6,10,0,1,0,0,0,0,0,0,0,0,0,0,24,31,15,12,8,25,30,23,18,10,23,20,4,4,2,2,2,2,4,1,3,3,1,2,2,3,0,1,1,2,15,13,15,8,8,25,8,7,7,7,12,9,1,0,0,0,1,0
20690,Ballyconnell, Cavan,227500,318956,19,7,18,7,7,24,16,12,14,9,8,9,0,0,0,0,0,0,0,0,0,0,0,1,9,7,5,7,9,11,23,23,17,23,30,20,2,2,0,1,1,0,3,5,4,4,2,6,4,0,0,0,1,2,19,9,12,7,6,12,34,19,25,12,11,16,6,9,9,4,1,1
20689,Ballyjamesduff, Cavan,252106,290682,29,28,22,17,18,25,22,8,8,5,8,11,0,1,0,0,4,0,1,1,0,0,0,0,24,39,21,17,9,12,49,34,33,25,18,36,7,6,1,1,2,17,5,9,6,3,3,4,1,2,0,0,2,1,28,20,16,9,11,15,32,38,18,13,15,40,2,5,1,0,1,2
20691,Belturbet, Cavan,236512,317033,27,14,14,15,15,15,15,15,3,8,3,11,0,0,0,0,0,0,2,0,0,0,0,0,15,21,21,13,11,50,24,29,27,33,66,44,6,4,3,4,2,6,1,8,2,7,4,6,1,2,1,2,1,4,14,15,14,8,13,21,28,28,39,13,8,23,2,4,0,3,2,1
20618,Blacklion, Cavan,208111,338081,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,3,3,3,7,6,7,5,1,0,0,0,2,0,0,18,17,3,0,1,0,0,1,0,1,0,0,7,0,1,2,1,2,5,1,0,0,1,0,92,65,49,9,7,4
20675,Cavan, Cavan,241968,305076,130,117,125,120,122,140,78,76,81,56,54,53,1,2,0,1,4,0,6,0,4,3,5,10,79,119,86,62,88,100,236,234,270,238,296,327,61,38,37,35,34,47,56,44,48,50,96,84,14,16,17,13,19,10,118,124,97,108,112,112,337,387,397,287,200,192,32,24,44,32,49,53
20688,Cootehill, Cavan,260357,314337,36,53,32,25,22,13,11,14,13,4,6,9,0,1,0,0,0,0,1,0,1,0,1,1,34,38,35,13,23,27,43,73,37,53,57,51,1,8,4,2,1,10,2,12,20,6,0,2,2,6,2,4,5,2,43,24,36,22,18,18,68,109,95,55,31,15,5,7,2,2,4,6
20617,Dowra, Cavan,199053,326825,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,2,0,2,6,4,2,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,1,1,0,0,0,0,0,1,0
20693,Killeshandra, Cavan,231128,307041,4,6,2,0,1,3,3,3,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,8,7,3,0,5,15,6,2,5,7,7,10,4,2,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,2,7,5,2,2,3,4,2,4,2,3,2,2,0,0,0,2,0,1
20680,Kilnaleck, Cavan,244930,290091,21,8,5,14,9,17,9,5,13,13,7,15,0,0,0,0,0,0,0,0,0,0,0,0,34,33,15,15,11,27,45,36,35,29,18,30,3,3,7,7,1,1,2,1,3,4,4,1,0,0,1,0,0,0,19,9,5,13,8,11,18,7,6,16,8,3,0,1,6,0,0,2
20683,Kingscourt, Cavan,278477,295638,21,19,14,16,20,14,14,10,11,7,13,5,0,0,0,0,0,1,1,0,1,1,2,1,15,20,20,7,4,9,28,29,37,16,26,12,5,3,9,2,5,4,5,8,21,4,2,2,2,1,0,0,0,0,18,17,17,9,15,3,30,22,10,10,12,10,2,3,1,2,3,1
20684,Mullagh, Cavan,269665,285126.01,9,8,8,7,4,9,8,8,6,5,5,5,0,0,0,1,0,0,0,2,1,2,0,0,9,13,13,3,5,5,15,23,22,20,13,30,4,3,1,1,0,0,0,5,2,4,0,2,0,2,2,0,0,0,12,12,6,7,6,2,13,8,5,10,4,8,1,1,1,0,1,0
20685,Shercock, Cavan,272145,305320,12,25,6,5,1,7,0,5,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,18,7,4,4,7,11,16,17,4,9,9,0,2,2,0,0,0,1,2,4,1,0,0,0,3,0,0,1,0,5,18,2,0,1,5,10,7,3,7,3,3,2,2,0,1,1,2
20692,Swanlinbar, Cavan,219379,327498,4,1,3,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,5,6,5,5,2,6,7,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,7,2,2,1,2,6,2,1,0,1,1,1,0,0,0,0
20687,Virginia, Cavan,260492,287592,29,28,32,24,18,16,21,22,26,27,21,16,0,0,0,3,0,0,2,0,0,1,0,0,16,32,21,30,20,17,48,28,55,53,40,58,8,1,0,3,2,3,6,1,5,13,8,13,2,2,0,3,4,1,29,24,18,25,18,22,57,30,46,44,31,32,13,10,16,9,12,27
20469,Ballyvaughan, Clare ,123241,207871,2,2,1,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,6,11,11,4,26,25,11,25,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,5,4,3,2,1,0,3,3,1,0,0,0,0,0,0
20470,Corofin, Clare ,128220,189019.21,1,6,6,1,11,6,3,1,4,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,11,6,13,1,10,3,8,7,18,14,13,1,0,0,0,0,1,5,3,1,4,4,5,0,1,0,0,0,0,5,2,7,3,3,13,2,10,5,4,20,3,0,0,0,10,5,0
20448,Crusheen, Clare ,139630,187860,2,2,3,0,2,2,0,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,5,16,6,11,9,7,7,4,0,2,0,0,1,4,0,3,2,0,2,1,2,0,1,0,0,4,4,3,3,7,1,1,1,2,1,2,0,0,0,1,1,0,0
20447,Ennis, Clare ,133945.89,177743.83,153,127,120,123,114,149,120,103,73,75,78,83,1,2,0,1,1,1,11,7,12,13,14,12,148,110,136,161,166,157,496,446,424,469,461,523,35,37,43,46,30,76,212,139,121,182,219,211,47,20,31,26,37,30,276,230,186,178,168,194,559,538,517,464,408,373,164,138,144,102,143,205
20468,Ennistymon, Clare ,113414,188139,30,19,18,11,20,27,29,17,14,17,26,15,0,0,0,0,0,0,0,0,0,0,0,0,18,12,19,11,12,20,72,61,61,69,46,48,4,3,0,1,1,3,12,8,3,8,14,6,5,2,1,3,0,1,69,27,35,43,27,25,104,61,57,96,70,61,8,9,2,3,7,4
20460,Kildysart, Clare ,125248,158690,3,1,5,2,2,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,1,0,4,4,3,11,5,2,1,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,3,7,2,2,4,0,0,1,2,3,3,3,1,0,0,0,1,0
20461,Kilkee, Clare ,88819,160254.01,45,26,23,8,13,19,19,5,7,6,11,9,0,0,0,0,0,0,0,2,1,1,0,0,26,20,19,16,20,18,58,35,41,28,21,20,6,4,3,2,2,1,15,16,16,12,26,7,4,4,3,3,3,2,47,25,28,28,17,19,162,56,45,29,35,33,4,3,9,1,2,2
20462,Killaloe, Clare ,170129,172905,35,24,22,26,22,21,25,34,27,7,14,15,1,0,0,0,0,0,0,0,0,0,0,1,23,33,34,24,20,16,79,66,69,62,55,51,5,6,3,5,2,3,29,19,12,14,12,11,3,3,1,5,4,0,55,52,37,34,16,11,96,65,52,45,38,20,13,18,18,5,12,41
20455,Kilrush, Clare ,99791,155414,43,38,25,24,24,37,24,15,9,9,10,8,0,0,2,0,0,0,1,1,2,1,5,2,47,42,54,10,27,24,95,91,103,57,50,52,3,1,7,4,3,2,34,10,22,41,27,19,6,3,9,12,3,10,59,60,68,54,38,49,138,97,88,41,48,49,19,16,11,9,17,15
20473,Lisdoonvarna, Clare ,113521,198292,5,5,15,1,9,21,4,2,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,10,4,5,21,15,7,9,14,22,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,0,0,0,17,5,6,7,2,4,13,11,9,13,15,8,0,0,0,0,0,1
20449,Lissycasey, Clare ,122090,166693,4,11,7,4,4,4,6,4,3,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,4,7,9,1,4,5,10,15,19,9,8,10,5,1,0,1,0,0,3,4,7,3,4,4,1,1,0,1,0,0,8,5,7,6,1,8,4,4,11,5,7,3,0,1,0,1,2,1
20474,Miltown Malbay, Clare ,105707,179384,8,24,8,5,7,13,8,5,5,6,4,5,0,0,0,0,0,0,0,0,1,0,0,0,15,9,11,13,7,10,25,33,25,17,15,11,1,0,1,1,0,1,9,10,5,8,12,5,2,1,0,0,0,0,18,10,18,23,12,12,22,26,17,16,22,13,1,1,3,1,2,3
20450,Newmarket on Fergus, Clare ,139354,168352,19,8,6,6,5,10,7,6,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,5,4,11,9,2,9,33,28,18,23,24,19,0,0,0,0,2,3,4,12,6,5,6,5,0,2,1,0,1,0,18,13,12,13,11,10,30,23,13,11,7,11,2,1,3,1,5,1
20464,Scariff, Clare ,164068,184094,13,9,5,11,19,8,8,4,9,7,11,7,0,0,0,0,0,0,0,0,0,0,1,1,16,20,21,19,18,15,31,34,26,23,44,35,1,0,0,0,2,0,6,6,7,8,9,10,1,1,0,0,1,1,13,11,8,6,7,11,16,31,14,13,9,12,1,3,4,0,0,5
20452,Shannon, Clare ,140757,162182,75,47,33,47,40,33,39,30,24,27,27,20,0,0,0,0,0,0,8,9,3,1,9,1,50,36,14,50,29,40,203,147,109,118,106,167,16,9,11,10,10,10,61,29,40,53,54,33,7,6,7,8,3,6,130,92,79,72,65,51,159,136,132,134,95,77,14,6,7,8,9,7
20454,Sixmilebridge, Clare ,147506,165689,7,12,6,5,2,7,6,19,9,4,5,4,0,0,0,0,1,0,0,0,0,0,1,0,14,25,19,17,18,25,40,43,55,38,35,41,1,0,2,2,1,2,15,17,10,7,8,11,3,0,0,0,1,1,8,23,15,11,6,20,33,26,28,18,8,14,1,1,4,1,0,1
20466,Tulla, Clare ,149217,179615.01,7,7,10,12,8,5,5,3,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,6,13,2,8,12,14,17,18,11,11,25,27,5,0,2,1,2,0,6,2,7,12,2,3,2,0,2,2,0,1,10,4,7,5,4,4,9,9,5,7,9,7,1,0,0,1,0,0
20288,Anglesea Street, Cork,168040,71558,226,252,259,234,205,219,107,96,105,50,32,46,0,1,1,0,1,0,31,33,37,50,29,21,129,160,131,117,78,94,1358,1343,1113,1142,1044,1060,42,74,95,59,69,80,125,215,133,94,73,109,37,42,27,22,21,23,312,309,272,226,190,161,1456,1359,1391,994,941,980,319,303,254,280,294,262
20304,Ballincollig, Cork,159406,70777,45,46,46,40,45,39,27,42,30,38,30,16,0,0,0,0,0,0,3,3,5,4,6,0,65,52,57,39,30,37,209,193,157,147,163,155,10,16,10,16,21,9,48,32,53,65,61,42,6,1,11,12,9,1,168,133,110,88,87,100,167,135,204,144,87,90,9,6,5,6,9,3
20293,Bishopstown, Cork,164612,69895,45,32,38,26,24,31,33,21,35,26,19,27,0,0,0,0,3,0,7,4,11,5,5,5,95,85,99,85,64,68,369,351,371,317,350,337,27,37,32,19,13,16,35,35,45,30,27,40,2,5,5,1,0,3,128,107,79,87,55,63,144,151,111,111,86,83,4,0,5,11,5,13
20303,Blarney, Cork,161004,75630,44,37,32,19,22,34,43,20,18,11,20,22,0,0,0,0,0,0,6,0,3,0,0,2,55,63,50,35,26,31,117,136,103,115,84,99,3,4,3,3,2,4,22,19,13,16,33,25,6,4,4,0,4,6,83,85,37,48,49,32,69,69,35,41,29,19,7,4,3,2,3,8
20290,Bridewell  Cork, Cork,167215,72081,89,108,134,120,177,169,29,34,21,27,40,33,0,0,0,1,0,2,9,6,8,13,21,14,48,38,35,72,106,137,430,375,355,480,509,453,32,29,21,16,36,31,65,80,65,65,80,174,24,24,16,15,16,20,75,95,93,103,166,169,493,531,569,480,527,481,45,72,24,19,49,132
20295,Carrigaline, Cork,173048,62517,44,34,40,34,34,28,42,33,21,18,15,24,0,0,0,0,0,0,2,1,1,0,1,0,46,26,24,18,12,34,120,133,85,107,101,120,7,11,11,15,12,14,62,45,53,31,32,36,1,2,1,3,0,1,70,59,59,66,54,48,135,110,86,61,66,55,2,7,4,5,2,7
20296,Crosshaven, Cork,179049,61280,10,12,10,6,3,10,5,6,11,3,4,3,0,0,0,0,0,0,1,0,0,0,0,1,16,4,6,6,6,7,42,33,33,22,25,32,3,4,0,0,3,2,17,14,9,5,5,5,1,1,0,0,2,0,23,18,12,14,19,13,31,35,36,16,16,4,0,1,1,4,3,1
20294,Douglas, Cork,170369,69237,50,47,37,33,56,61,43,43,29,43,23,20,0,0,0,1,0,0,1,0,3,3,1,6,57,81,86,62,72,84,201,223,166,165,228,218,9,5,8,10,13,22,64,61,92,80,64,80,3,3,6,4,6,5,140,112,112,57,90,75,186,164,143,138,76,63,20,11,9,7,7,9
20308,Glanmire, Cork,172745,74038,22,25,41,18,25,34,31,31,22,21,14,12,0,0,0,0,0,0,2,3,0,1,0,4,23,31,34,25,32,32,114,122,84,114,112,116,13,10,6,16,13,7,44,53,38,24,27,29,14,5,4,2,1,1,76,49,30,37,50,51,87,55,50,44,45,33,7,8,11,6,6,6
20302,Gurranabraher, Cork,165871,72420,168,120,93,115,139,113,59,58,45,29,37,36,2,0,0,1,0,2,10,12,3,9,7,11,110,106,87,115,58,76,294,248,199,209,203,204,12,10,13,11,16,13,196,154,144,160,137,127,64,43,25,54,29,14,474,408,326,271,296,231,438,379,333,294,253,190,36,41,28,30,42,20
20298,Mayfield, Cork,170530,73086,48,44,59,65,47,53,31,40,30,30,38,33,0,0,0,2,1,0,3,7,3,7,9,8,24,35,31,39,39,59,156,171,127,209,165,133,3,9,28,9,10,9,66,80,38,74,57,53,11,13,13,14,4,5,138,192,116,167,147,114,155,147,125,156,104,93,9,13,12,6,11,11
20297,Passage West, Cork,177197,68099,22,20,14,24,11,18,4,8,6,4,3,6,0,0,0,0,0,0,0,0,0,0,0,1,13,17,24,7,7,7,52,54,61,35,51,33,1,2,2,2,0,5,18,12,7,10,10,17,1,0,1,1,1,0,49,40,39,33,25,30,29,19,14,18,18,13,3,5,3,2,2,5
20292,Togher, Cork,166559,69410,52,62,29,28,41,53,50,32,26,39,31,18,0,2,0,1,0,0,5,1,5,5,6,4,61,77,76,55,65,52,171,165,161,158,161,141,14,18,5,17,6,16,111,108,81,82,99,86,3,7,11,11,7,9,126,109,112,83,71,91,211,188,128,103,93,92,15,11,14,13,16,11
20300,Watercourse Road, Cork,167393,72821,144,160,177,164,199,176,108,109,98,47,46,36,0,1,0,1,0,1,42,24,21,35,35,39,145,125,120,88,91,94,520,480,490,552,474,485,23,26,27,25,24,21,205,178,190,181,199,141,30,25,24,20,25,23,437,389,349,318,327,238,589,519,567,423,261,216,25,33,25,20,23,25
20333,Ballycotton, Cork ,199147,64169,6,7,1,1,2,1,3,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,5,3,6,8,9,9,5,3,0,0,1,0,0,0,5,1,1,0,3,0,0,0,0,0,0,0,6,1,7,0,2,4,11,4,1,2,0,3,1,0,0,2,0,4
20314,Ballynoe, Cork ,193238,89752,3,2,2,2,5,4,0,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,2,4,12,6,12,15,6,4,5,1,1,1,0,0,0,1,3,1,1,0,0,0,0,2,0,0,0,4,7,6,3,10,3,2,1,3,2,2,3,0,0,0,0,0,0
20291,Blackrock, Cork ,172205,71367,37,34,57,38,35,49,18,20,25,27,26,20,0,0,0,0,0,1,2,4,2,4,4,2,42,63,53,49,42,51,212,214,228,207,243,213,6,8,14,10,13,11,69,43,40,68,51,38,6,10,3,3,14,1,105,131,111,90,59,61,173,177,139,101,79,77,12,9,8,6,3,16
20321,Buttevant, Cork ,154182,108777,7,12,4,5,17,21,14,7,8,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,18,6,15,13,10,21,18,45,19,32,20,1,1,0,1,1,0,12,4,4,5,4,2,0,1,0,1,1,2,21,14,12,14,18,22,19,25,17,16,25,29,1,0,1,0,0,3
20307,Carrigtwohill, Cork ,182032,73007,13,24,16,16,17,15,27,11,11,16,16,10,0,0,0,0,1,0,0,0,0,1,1,1,8,13,26,17,7,15,48,46,44,36,43,32,1,5,1,0,2,4,6,11,9,5,6,4,1,0,0,1,1,0,34,17,20,21,16,10,26,23,24,24,13,10,8,1,1,2,0,3
20318,Castletownroche, Cork ,168033,102149,7,8,4,5,4,6,7,7,1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,9,6,5,9,11,9,15,18,14,14,19,17,0,1,1,1,1,3,11,6,4,8,14,5,1,0,0,0,0,0,19,13,3,12,11,9,2,4,4,1,3,2,0,1,0,2,0,0
20322,Charleville, Cork ,153544,122887,35,37,23,23,19,24,28,22,18,23,26,13,0,1,0,0,0,0,1,2,1,1,0,0,28,33,24,30,28,26,64,122,124,84,92,107,8,6,3,4,7,11,29,34,14,11,6,7,10,2,4,4,4,3,31,49,34,39,36,31,92,101,81,45,50,28,1,8,2,6,4,8
20329,Cloyne, Cork ,191542,67785,0,0,1,3,3,1,6,4,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,3,20,2,2,17,5,11,16,11,7,0,1,0,0,1,0,6,8,6,10,7,1,1,0,0,2,0,0,3,1,2,13,6,5,10,3,6,14,3,3,1,0,1,0,0,4
20306,Cobh, Cork ,179125,66205,80,64,44,25,60,48,31,22,25,21,15,16,0,1,0,1,0,0,1,1,0,1,1,1,26,11,25,19,19,13,98,77,72,132,78,91,12,12,2,5,4,5,49,21,29,21,35,21,4,1,3,4,1,0,120,87,83,61,58,53,305,236,228,136,121,105,15,5,1,4,6,4
20323,Doneraile, Cork ,160037,107212,6,2,3,12,7,1,6,6,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,10,11,6,20,29,33,19,19,22,1,1,1,1,0,0,5,7,3,10,1,3,1,2,1,0,0,0,7,6,9,12,12,8,17,16,6,17,9,17,0,0,1,0,2,1
20312,Fermoy, Cork ,181278,98497,30,26,19,31,45,29,39,38,32,32,21,21,1,0,0,0,0,0,0,0,0,0,2,2,15,22,15,37,28,39,81,75,74,94,101,73,9,12,7,15,20,15,66,45,81,51,40,58,3,7,12,4,3,3,47,51,59,45,50,30,125,141,97,131,128,131,8,17,19,24,18,18
20325,Glantaine, Cork ,148745,94962,1,3,1,3,5,11,5,1,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,2,5,7,11,11,10,10,18,11,1,0,1,0,0,1,2,6,2,4,2,1,0,0,0,0,0,1,12,3,5,1,6,6,7,15,6,2,2,3,0,0,0,0,1,1
20315,Kildorrery, Cork ,170705,110446,3,1,5,2,3,5,10,1,4,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,16,4,12,13,15,11,19,13,22,2,1,1,2,0,0,5,4,4,8,3,8,0,1,1,2,1,1,7,4,8,4,6,6,7,5,10,3,3,1,0,0,0,0,0,0
20330,Killeagh, Cork ,200396,76345,7,7,8,5,14,4,13,4,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,12,16,16,20,10,16,40,18,21,35,17,26,3,0,3,3,2,1,8,4,8,7,6,2,0,0,0,2,0,0,13,10,8,13,14,15,23,6,8,10,15,11,0,2,1,2,1,4
20316,Kilworth, Cork ,182977,102690,4,2,1,4,1,0,2,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,5,5,8,11,9,10,10,7,10,2,0,3,1,0,0,5,4,5,9,1,2,0,0,1,0,0,0,6,9,5,9,2,4,4,6,3,2,4,3,3,0,1,0,5,1
20326,Liscarroll, Cork ,144996,112237,3,3,6,4,4,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,12,10,5,1,5,12,12,9,10,7,9,0,0,0,0,0,0,1,4,3,0,1,1,2,0,0,0,1,0,1,5,5,5,3,3,0,2,3,2,0,2,0,0,0,0,0,1
20320,Mallow, Cork ,155824,98686,77,58,72,62,78,86,72,66,39,30,50,54,0,0,0,0,3,1,3,1,2,2,2,1,43,53,51,48,42,69,166,161,200,196,192,182,18,14,17,16,27,24,84,83,79,71,43,40,21,10,12,7,10,8,112,94,75,81,72,79,282,206,265,209,213,206,20,29,49,42,45,28
20328,Midleton, Cork ,188110,73791,36,38,37,31,46,58,78,63,40,56,44,46,0,1,0,0,0,0,2,0,2,0,0,2,29,41,29,45,28,37,155,160,126,154,128,160,17,20,17,15,18,13,60,51,62,75,66,54,5,3,6,2,3,5,87,74,62,63,44,48,154,156,169,176,150,162,29,24,28,36,31,35
20324,Milford, Cork ,141682,121501,4,4,1,4,0,3,2,2,4,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,6,5,8,4,2,10,10,14,5,9,15,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,4,8,4,5,6,4,2,3,3,2,3,2,0,1,0,0,0,1
20317,Mitchelstown, Cork ,181576,112413,12,12,26,26,17,25,19,20,17,8,25,21,0,0,0,0,0,0,0,0,0,1,0,1,16,39,15,31,34,31,52,55,59,68,74,67,7,6,9,10,10,10,64,55,92,99,140,114,1,3,3,4,1,4,48,33,23,36,28,28,58,60,47,27,45,34,2,0,2,1,3,1
20313,Rathcormac, Cork ,180555,91552,7,6,6,7,6,10,13,11,11,9,6,5,0,0,0,0,0,0,0,0,0,0,1,0,9,14,10,14,10,13,25,22,31,21,25,13,0,3,1,3,3,4,13,30,24,13,16,12,0,2,1,6,1,0,15,13,10,12,16,5,13,14,11,7,12,5,1,0,1,2,0,3
20311,Watergrasshill, Cork ,176566,84599,2,3,1,3,4,4,6,7,3,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,7,16,13,8,5,9,17,14,10,13,14,26,1,0,0,2,4,1,5,3,5,4,9,10,0,0,1,0,2,1,6,7,7,5,6,7,3,2,4,1,6,5,1,2,0,0,0,0
